110046 23695-60-5 27.69 2.0 2.0 1.877 3.0 4.0 0
110048 20191-94-0 18.46 4.0 2.0 2.358 2.0 4.0 0
110049 110049 26.48 4.0 2.0 -0.102 3.0 4.0 1
110050 6007-71-2 42.52 0.0 2.0 0.243 2.0 4.0 0
110051 108-55-4 43.37 0.0 2.0 -0.081 3.0 4.0 0
110052 1121-89-7 46.17 0.0 2.0 -0.612 3.0 4.0 1
110053 168280-79-3 59.44 0.0 2.0 -0.101 2.0 4.0 0
110054 99418-74-3 52.95 0.0 2.0 -0.206 3.0 4.0 2
110055 4949-43-3 15.79 2.0 2.0 2.958 1.0 4.0 1
110056 4629-80-5 20.31 0.0 2.0 -0.219 2.0 4.0 0
110057 6705-33-5 46.01 1.0 2.0 -1.204 3.0 4.0 1
110058 27256-91-3 50.94 1.0 2.0 -0.476 3.0 4.0 2
110059 70284-08-1 46.17 0.0 2.0 -0.499 3.0 4.0 1
110060 1074-39-1 42.85 1.0 2.0 0.144 3.0 4.0 0
110061 1265324-16-0 45.48 1.0 2.0 1.113 1.0 4.0 1
110062 98273-77-9 29.96 1.0 2.0 1.492 2.0 4.0 0
110063 192633-79-7 29.6 3.0 2.0 0.89 2.0 4.0 0
110064 37988-38-8 33.12 1.0 2.0 0.684 2.0 4.0 1
110065 29071-92-9 37.28 2.0 2.0 1.523 3.0 4.0 1
110066 151464-91-4 15.79 3.0 2.0 3.019 1.0 4.0 1
110067 99176-24-6 21.7 2.0 2.0 0.9 3.0 4.0 0
110068 3470-99-3 20.31 2.0 2.0 0.611 2.0 4.0 0
110069 2591-85-7 20.31 1.0 2.0 0.94 2.0 4.0 0
110070 1192-42-3 46.53 0.0 2.0 -0.006 3.0 4.0 1
110071 110071 27.69 2.0 2.0 1.816 3.0 4.0 0
110072 110072 27.69 6.0 2.0 1.545 3.0 4.0 0
110073 66823-00-5 27.69 2.0 2.0 2.18 3.0 4.0 0
110074 1921-69-3 18.05 8.0 2.0 -0.174 3.0 4.0 1
110077 16841-46-6 42.52 0.0 2.0 0.308 2.0 4.0 0
110078 4945-49-7 59.73 0.0 2.0 0.841 3.0 4.0 3
110079 16744-81-3 39.19 2.0 2.0 0.47 2.0 4.0 0
110080 39621-11-9 50.19 2.0 2.0 -0.167 3.0 4.0 1
110081 15031-77-3 33.12 1.0 2.0 0.595 2.0 4.0 1
110082 1456-17-3 13.14 2.0 2.0 2.296 0.0 4.0 0
110083 110083 33.02 1.0 2.0 -0.269 2.0 4.0 0
110084 15031-78-4 33.12 1.0 2.0 0.595 2.0 4.0 1
110085 110085 29.1 2.0 2.0 1.518 2.0 4.0 1
110086 114698-74-7 67.67 0.0 2.0 1.03 1.0 4.0 0
110087 60490-93-9 82.69 0.0 2.0 1.281 0.0 4.0 0
110088 110088 13.14 3.0 2.0 2.629 0.0 4.0 0
110089 110089 9.23 1.0 2.0 2.049 1.0 4.0 0
110090 110090 46.53 1.0 2.0 0.304 3.0 4.0 1
110091 5722-13-4 52.03 2.0 2.0 0.791 1.0 4.0 0
110092 52986-10-4 35.29 1.0 2.0 0.866 3.0 4.0 0
110093 110093 42.25 3.0 2.0 -0.334 3.0 4.0 0
110094 115188-64-2 43.76 4.0 2.0 1.887 2.0 4.0 0
110095 25116-80-7 31.78 2.0 2.0 2.173 2.0 4.0 0
110096 54709-94-3 41.46 0.0 2.0 0.485 3.0 4.0 1
110097 15231-48-8 41.46 0.0 2.0 -0.278 3.0 4.0 1
110098 35071-17-1 56.48 0.0 2.0 0.261 2.0 4.0 1
110099 6881-49-8 59.44 0.0 2.0 -0.644 2.0 4.0 0
110100 33867-33-3 26.3 2.0 2.0 2.049 2.0 4.0 0
110101 854468-08-9 45.31 3.0 2.0 2.076 1.0 4.0 0
110102 100144-40-9 9.23 1.0 2.0 1.954 1.0 4.0 0
110103 1608-93-1 26.3 2.0 2.0 1.812 2.0 4.0 0
110104 24572-07-4 34.14 0.0 2.0 -0.899 2.0 4.0 0
110105 108284-83-9 37.66 2.0 2.0 1.952 1.0 4.0 0
110106 110106 41.49 1.0 2.0 2.198 1.0 4.0 2
110108 68519-94-8 36.92 5.0 2.0 0.894 4.0 4.0 0
110109 118878-06-1 15.71 3.0 2.0 0.022 3.0 4.0 0
110111 54969-35-6 20.31 1.0 2.0 0.319 2.0 4.0 0
110112 110112 54.18 1.0 2.0 0.934 0.0 4.0 1
110113 108879-86-3 12.47 0.0 2.0 1.544 2.0 4.0 0
110115 13022-91-8 46.17 0.0 2.0 -0.666 3.0 4.0 1
110116 98954-21-3 9.23 0.0 2.0 1.937 1.0 4.0 0
110117 33952-64-6 53.54 3.0 2.0 2.506 0.0 4.0 0
110118 22207-84-7 3.24 0.0 2.0 0.525 1.0 4.0 0
110121 13578-59-1 49.69 3.0 2.0 1.036 2.0 4.0 1
110122 110122 67.51 5.0 2.0 1.647 4.0 4.0 3
110124 56129-55-6 38.91 1.0 2.0 0.418 2.0 4.0 1
110125 106265-82-1 45.31 2.0 2.0 1.395 1.0 4.0 0
110126 42088-91-5 38.91 1.0 2.0 0.507 2.0 4.0 1
110127 50392-78-4 38.91 1.0 2.0 0.418 2.0 4.0 1
110128 32543-31-0 17.07 2.0 2.0 1.252 1.0 4.0 0
110129 51270-26-9 58.92 6.0 2.0 -0.198 4.0 4.0 2
110130 5694-96-2 58.92 6.0 2.0 -0.198 4.0 4.0 2
110131 69080-52-0 36.92 1.0 2.0 0.298 4.0 4.0 0
110132 110132 15.27 0.0 2.0 1.801 2.0 4.0 1
110133 856612-65-2 24.39 1.0 2.0 0.897 2.0 4.0 1
110134 3310-62-1 24.72 0.0 2.0 1.894 2.0 4.0 0
110135 2085-88-3 12.53 1.0 2.0 1.733 1.0 4.0 0
110136 650-92-0 3.24 2.0 2.0 2.544 1.0 4.0 0
110137 312-25-4 3.24 2.0 2.0 2.681 1.0 4.0 0
110138 24417-03-6 3.01 2.0 2.0 2.023 1.0 4.0 0
110139 3164-46-3 3.01 3.0 2.0 1.721 1.0 4.0 0
110140 110140 80.78 5.0 2.0 0.747 3.0 4.0 2
110141 74294-34-1 6.48 4.0 2.0 2.892 2.0 4.0 0
110142 110142 21.26 6.0 2.0 4.906 2.0 4.0 1
110143 671-51-2 29.31 3.0 2.0 0.236 3.0 4.0 0
110144 527-69-5 30.21 1.0 2.0 0.995 1.0 4.0 0
110145 5271-67-0 45.31 1.0 2.0 1.357 1.0 4.0 0
110146 58777-49-4 30.21 1.0 2.0 1.171 1.0 4.0 0
110147 39082-07-0 17.07 1.0 2.0 1.102 1.0 4.0 0
110148 40587-54-0 51.6 1.0 2.0 0.767 2.0 4.0 0
110149 88-14-2 50.44 1.0 2.0 0.337 2.0 4.0 1
110150 527-72-0 65.54 1.0 2.0 0.699 2.0 4.0 1
110151 22968-45-2 37.3 1.0 2.0 0.444 2.0 4.0 1
110152 609-38-1 56.23 1.0 2.0 -0.391 2.0 4.0 1
110153 5813-89-8 71.33 1.0 2.0 -0.029 2.0 4.0 1
110154 54679-62-8 43.09 1.0 2.0 -0.284 2.0 4.0 1
110155 91516-28-8 58.2 1.0 2.0 0.104 2.0 4.0 0
110156 88511-38-0 43.1 1.0 2.0 0.634 1.0 4.0 0
110157 4741-45-1 65.46 1.0 2.0 0.588 1.0 4.0 1
110158 17572-09-7 71.25 1.0 2.0 0.177 1.0 4.0 1
110159 20300-02-1 86.35 1.0 2.0 0.539 1.0 4.0 1
110160 15460-37-4 32.11 3.0 2.0 -0.295 3.0 4.0 1
110161 110161 12.89 1.0 2.0 2.51 1.0 4.0 0
110162 118775-69-2 12.89 1.0 2.0 2.686 1.0 4.0 0
110163 54610-73-0 63.01 1.0 2.0 0.332 2.0 4.0 2
110164 54610-75-2 78.11 1.0 2.0 0.694 2.0 4.0 2
110165 100860-10-4 3.24 0.0 2.0 1.95 1.0 4.0 0
110167 5333-83-5 45.31 3.0 2.0 1.783 1.0 4.0 0
110168 58759-08-3 62.38 2.0 2.0 0.687 2.0 4.0 0
110169 2643-30-3 3.24 1.0 2.0 1.445 1.0 4.0 0
110170 16193-48-9 33.12 2.0 2.0 1.083 2.0 4.0 1
110171 17881-80-0 12.89 2.0 2.0 2.394 1.0 4.0 0
110172 110172 54.76 1.0 2.0 1.779 2.0 4.0 1
110173 1126-76-7 12.53 3.0 2.0 2.073 1.0 4.0 0
110174 99192-34-4 9.23 0.0 2.0 3.468 1.0 4.0 0
110175 5427-82-7 32.86 1.0 2.0 1.105 2.0 4.0 1
110176 872-94-6 42.52 0.0 2.0 0.167 2.0 4.0 0
110177 4551-72-8 58.88 1.0 2.0 -0.281 3.0 4.0 2
110178 61464-28-6 42.52 0.0 2.0 0.167 2.0 4.0 0
110179 53338-76-4 86.68 1.0 2.0 1.112 1.0 4.0 1
110180 70250-63-4 26.3 0.0 2.0 1.01 2.0 4.0 0
110181 3146-84-7 28.75 0.0 2.0 0.876 0.0 4.0 0
110182 19798-77-7 38.91 0.0 2.0 0.575 2.0 4.0 1
110183 13534-98-0 38.91 0.0 2.0 0.751 2.0 4.0 1
110184 36953-41-0 33.12 0.0 2.0 1.162 1.0 4.0 1
110185 88511-27-7 38.91 0.0 2.0 1.021 2.0 4.0 1
110186 89282-03-1 33.12 0.0 2.0 1.432 1.0 4.0 1
110187 20511-15-3 38.91 0.0 2.0 0.575 2.0 4.0 1
110188 161417-28-3 33.12 0.0 2.0 1.162 1.0 4.0 1
110189 55934-00-4 12.89 0.0 2.0 2.014 1.0 4.0 0
110190 36953-42-1 12.89 0.0 2.0 2.19 1.0 4.0 0
110191 59673-41-5 38.83 4.0 2.0 0.236 3.0 4.0 0
110193 13534-90-2 12.89 0.0 2.0 2.366 1.0 4.0 0
110194 10152-58-6 12.53 1.0 2.0 2.5 1.0 4.0 0
110195 18344-08-6 18.46 1.0 2.0 0.684 2.0 4.0 0
110196 99977-90-9 59.83 2.0 2.0 3.044 1.0 4.0 0
110197 99177-04-5 62.63 0.0 2.0 2.848 1.0 4.0 1
110198 98957-24-5 41.93 4.0 2.0 -0.222 4.0 4.0 1
110199 109792-07-6 46.94 5.0 2.0 -1.354 4.0 4.0 2
110200 857173-38-7 18.46 0.0 2.0 1.351 2.0 4.0 0
110201 110201 52.47 1.0 2.0 0.285 3.0 4.0 1
110202 5261-18-7 29.54 1.0 2.0 0.236 3.0 4.0 0
110203 110203 36.32 1.0 2.0 1.445 3.0 4.0 1
110204 16841-51-3 42.52 0.0 2.0 0.674 2.0 4.0 0
110205 110205 3.24 0.0 2.0 1.565 1.0 4.0 0
110207 29704-02-7 47.36 1.0 2.0 1.021 2.0 4.0 1
110208 103344-14-5 73.63 1.0 2.0 -1.061 4.0 4.0 2
110209 110209 67.84 1.0 2.0 -0.994 4.0 4.0 2
110210 52334-53-9 59.14 0.0 2.0 -0.024 2.0 4.0 2
110211 10182-48-6 53.35 0.0 2.0 0.119 1.0 4.0 2
110212 52334-54-0 77.71 0.0 2.0 0.331 2.0 4.0 1
110213 6320-39-4 59.14 0.0 2.0 -0.024 2.0 4.0 2
110214 89002-13-1 77.71 0.0 2.0 0.331 2.0 4.0 1
110215 25114-81-2 20.31 1.0 2.0 0.838 2.0 4.0 0
110216 7709-59-3 64.92 1.0 2.0 0.464 2.0 4.0 0
110217 7550-39-2 47.61 1.0 2.0 0.48 3.0 4.0 1
110218 52886-60-9 47.61 1.0 2.0 0.818 3.0 4.0 1
110219 36099-42-0 12.53 2.0 2.0 2.132 1.0 4.0 0
110220 18794-77-9 28.24 5.0 2.0 3.839 0.0 4.0 0
110221 67917-68-4 63.68 1.0 2.0 0.935 2.0 4.0 1
110222 773790-80-0 47.61 1.0 2.0 1.018 3.0 4.0 1
110223 127040-67-9 63.68 1.0 2.0 1.135 2.0 4.0 1
110224 73941-39-6 6.48 8.0 2.0 3.93 2.0 4.0 0
110225 42783-64-2 56.48 0.0 2.0 0.261 2.0 4.0 1
110226 40541-11-5 26.3 1.0 2.0 0.854 2.0 4.0 0
110227 18132-98-4 46.53 1.0 2.0 -0.191 3.0 4.0 1
110228 69556-70-3 35.53 1.0 2.0 0.215 3.0 4.0 0
110229 5370-33-2 20.31 0.0 2.0 0.324 2.0 4.0 0
110230 4567-18-4 28.75 0.0 2.0 0.76 0.0 4.0 0
110231 20721-17-9 41.46 0.0 2.0 -0.42 3.0 4.0 1
110232 54-96-6 64.93 0.0 2.0 -0.864 3.0 4.0 2
110233 54714-50-0 27.03 1.0 2.0 0.778 2.0 4.0 0
110234 118950-76-8 17.07 2.0 2.0 0.978 1.0 4.0 0
110235 31282-95-8 20.31 1.0 2.0 0.237 2.0 4.0 0
110236 15438-71-8 40.54 1.0 2.0 -0.313 3.0 4.0 1
110237 110237 3.24 1.0 2.0 2.987 1.0 4.0 0
110238 118112-91-7 58.32 2.0 2.0 1.03 2.0 4.0 0
110239 98552-09-1 20.31 2.0 2.0 1.081 2.0 4.0 0
110240 33667-08-2 29.6 3.0 2.0 0.947 2.0 4.0 0
110242 98430-72-9 36.42 4.0 2.0 1.222 3.0 4.0 2
110243 98428-30-9 33.62 4.0 2.0 1.491 3.0 4.0 1
110244 62059-38-5 49.69 4.0 2.0 1.771 2.0 4.0 1
110246 109337-28-2 9.23 7.0 2.0 5.964 1.0 3.0 0
110247 110247 21.26 6.0 2.0 4.647 2.0 4.0 1
110248 6755-48-2 26.3 0.0 2.0 0.401 2.0 4.0 0
110249 20691-92-3 27.03 0.0 2.0 0.09 2.0 4.0 0
110250 4830-05-1 26.3 0.0 2.0 1.071 2.0 4.0 0
110251 110251 46.1 3.0 2.0 -0.875 3.0 4.0 1
110252 18245-17-5 28.24 1.0 2.0 2.957 0.0 4.0 0
110253 100-75-4 32.67 1.0 2.0 0.818 1.0 4.0 0
110255 110255 6.48 7.0 2.0 2.802 2.0 4.0 0
110256 100962-98-9 18.46 8.0 2.0 5.002 2.0 3.0 0
110257 124890-95-5 29.46 2.0 2.0 0.52 2.0 4.0 1
110258 110258 23.47 1.0 2.0 0.013 2.0 4.0 1
110259 51270-96-3 63.68 0.0 2.0 0.594 2.0 4.0 1
110260 35385-61-6 33.62 1.0 2.0 1.215 3.0 4.0 1
110261 87282-83-5 29.1 0.0 2.0 0.642 2.0 4.0 1
110262 14717-00-1 42.25 0.0 2.0 -0.784 3.0 4.0 0
110263 22143-50-6 15.71 1.0 2.0 -0.398 3.0 4.0 0
110264 81651-44-7 9.23 2.0 2.0 2.186 1.0 4.0 0
110265 17932-82-0 21.7 4.0 2.0 1.089 3.0 4.0 0
110266 110266 63.68 1.0 2.0 0.842 2.0 4.0 1
110267 110267 28.24 1.0 2.0 1.812 0.0 4.0 0
110268 30996-02-2 27.69 3.0 2.0 0.868 3.0 4.0 0
110269 23247-31-6 41.82 1.0 2.0 0.668 1.0 4.0 1
110270 1530-89-8 36.26 0.0 2.0 0.181 3.0 4.0 0
110271 81198-91-6 27.03 2.0 2.0 0.68 2.0 4.0 0
110273 13201-45-1 63.93 0.0 2.0 -1.154 4.0 4.0 3
110274 110274 43.7 0.0 2.0 0.157 3.0 4.0 2
110275 99176-10-0 43.7 3.0 2.0 -0.2 3.0 4.0 2
110276 4972-39-8 35.29 5.0 2.0 1.462 3.0 4.0 0
110277 110277 43.7 0.0 2.0 0.495 3.0 4.0 2
110278 102760-78-1 49.49 3.0 2.0 -0.267 3.0 4.0 2
110280 110280 20.31 1.0 2.0 0.293 2.0 4.0 0
110281 1192-63-8 20.31 1.0 2.0 0.754 2.0 4.0 0
110282 4736-71-4 46.33 1.0 2.0 -0.52 3.0 4.0 1
110283 19642-85-4 45.61 1.0 2.0 0.255 2.0 4.0 0
110284 19009-42-8 35.33 1.0 2.0 1.808 1.0 4.0 0
110285 25769-03-3 74.13 1.0 2.0 1.564 1.0 4.0 0
110286 40398-36-5 61.35 1.0 2.0 0.851 2.0 4.0 1
110287 110287 29.6 3.0 2.0 0.492 2.0 4.0 0
110288 34003-73-1 26.3 0.0 2.0 0.383 2.0 4.0 0
110289 41464-31-7 37.66 1.0 2.0 1.381 1.0 4.0 0
110290 13932-58-6 53.11 1.0 2.0 1.006 3.0 4.0 2
110291 10421-56-4 28.24 2.0 2.0 2.626 0.0 4.0 0
110292 91447-64-2 36.32 1.0 2.0 0.425 3.0 4.0 1
110293 4394-85-8 29.54 1.0 2.0 -0.784 3.0 4.0 0
110294 61907-20-8 45.61 1.0 2.0 0.377 2.0 4.0 0
110295 7755-92-2 32.34 1.0 2.0 -0.98 3.0 4.0 1
110296 5780-30-3 44.56 1.0 2.0 0.27 2.0 4.0 0
110297 23133-37-1 20.31 2.0 2.0 0.269 2.0 4.0 0
110298 533-16-4 20.31 2.0 2.0 0.918 2.0 4.0 0
110299 6187-98-0 24.39 1.0 2.0 1.438 2.0 4.0 1
110300 100611-27-6 37.66 1.0 2.0 1.015 1.0 4.0 0
110301 4206-52-4 25.25 3.0 2.0 1.544 2.0 4.0 0
110302 34303-48-5 29.1 1.0 2.0 1.481 2.0 4.0 1
110303 99849-59-9 38.49 2.0 2.0 0.02 3.0 4.0 1
110304 14745-52-9 29.31 3.0 2.0 -0.444 3.0 4.0 0
110305 89364-31-8 46.53 1.0 2.0 -0.422 3.0 4.0 1
110306 18133-20-5 62.6 1.0 2.0 0.739 2.0 4.0 1
110307 59378-87-9 49.33 1.0 2.0 -0.189 3.0 4.0 2
110308 79567-70-7 12.89 1.0 2.0 2.177 1.0 4.0 0
110309 91-63-4 12.89 0.0 2.0 2.44 1.0 4.0 0
110311 110311 35.82 0.0 2.0 0.394 2.0 4.0 1
110312 99176-48-4 43.7 1.0 2.0 0.392 3.0 4.0 2
110313 110313 43.7 3.0 2.0 -0.2 3.0 4.0 2
110316 35643-67-5 26.71 2.0 2.0 -0.102 3.0 4.0 1
110317 612-60-2 12.89 0.0 2.0 2.562 1.0 4.0 0
110318 14540-12-6 45.48 1.0 2.0 1.024 1.0 4.0 1
110319 861034-00-6 15.79 4.0 2.0 3.407 1.0 4.0 1
110320 103272-47-5 3.24 2.0 2.0 2.71 1.0 4.0 0
110321 6690-12-6 12.53 0.0 2.0 1.994 1.0 4.0 0
110322 1193-41-5 18.46 1.0 2.0 0.943 2.0 4.0 0
110323 110323 35.5 1.0 2.0 0.054 3.0 4.0 2
110324 110324 38.49 1.0 2.0 0.183 3.0 4.0 1
110325 612-58-8 12.89 0.0 2.0 2.351 1.0 4.0 0
110326 13138-19-7 15.79 2.0 2.0 2.09 1.0 4.0 1
110327 82102-52-1 26.3 0.0 2.0 0.544 2.0 4.0 0
110328 110328 27.69 2.0 2.0 1.655 3.0 4.0 0
110329 110329 27.69 2.0 2.0 1.92 3.0 4.0 0
110330 3055-40-1 90.15 2.0 2.0 -1.662 5.0 4.0 4
110331 2590-43-4 28.84 6.0 2.0 0.725 3.0 4.0 0
110332 99978-53-7 34.29 4.0 2.0 1.048 3.0 4.0 0
110333 344297-10-5 35.29 1.0 2.0 0.764 3.0 4.0 0
110334 65430-31-1 38.49 1.0 2.0 0.183 3.0 4.0 1
110335 14909-79-6 32.7 1.0 2.0 0.25 3.0 4.0 1
110336 91-62-3 12.89 0.0 2.0 2.562 1.0 4.0 0
110337 100860-15-9 20.31 1.0 2.0 1.16 2.0 4.0 0
110338 89894-92-8 23.24 3.0 2.0 -0.028 2.0 4.0 1
110339 15025-17-9 26.3 1.0 2.0 2.26 2.0 4.0 0
110340 13606-58-1 26.3 1.0 2.0 0.68 2.0 4.0 0
110341 90152-36-6 46.48 5.0 2.0 -1.848 4.0 4.0 2
110343 98435-50-8 46.89 4.0 2.0 0.697 2.0 4.0 0
110344 110344 12.03 11.0 1.0 6.886 1.0 3.0 1
110345 54004-38-5 12.89 0.0 2.0 2.473 1.0 4.0 0
110346 709-84-2 27.69 2.0 2.0 1.716 3.0 4.0 0
110347 408531-02-2 30.49 2.0 2.0 1.52 3.0 4.0 1
110348 110348 21.7 2.0 2.0 0.971 3.0 4.0 0
110349 99177-00-1 53.84 1.0 2.0 2.794 1.0 4.0 0
110350 52814-38-7 47.92 7.0 2.0 -0.526 4.0 4.0 1
110351 18437-57-5 16.13 1.0 2.0 0.979 2.0 4.0 0
110352 66645-89-4 25.78 1.0 2.0 1.134 2.0 4.0 0
110353 5683-33-0 16.13 1.0 2.0 1.707 2.0 4.0 0
110354 1122-58-3 16.13 1.0 2.0 0.979 2.0 4.0 0
110355 22030-97-3 56.81 2.0 2.0 -0.684 3.0 4.0 0
110356 28936-67-6 24.39 5.0 2.0 2.499 2.0 4.0 1
110357 1125-80-0 12.89 0.0 2.0 2.351 1.0 4.0 0
110358 70661-44-8 24.39 0.0 2.0 0.641 2.0 4.0 1
110359 5519-43-7 24.39 0.0 2.0 1.861 2.0 4.0 1
110360 93693-06-2 15.27 0.0 2.0 0.98 2.0 4.0 1
110361 110361 3.24 1.0 2.0 2.822 1.0 4.0 0
110362 30214-45-0 36.92 1.0 2.0 0.094 4.0 4.0 0
110364 21875-49-0 101.2 1.0 2.0 3.422 0.0 4.0 0
110365 4855-56-5 12.89 1.0 2.0 2.068 1.0 4.0 0
110366 20194-71-2 12.89 1.0 2.0 2.279 1.0 4.0 0
110367 13854-03-0 12.89 1.0 2.0 2.49 1.0 4.0 0
110368 42398-73-2 12.89 0.0 2.0 2.473 1.0 4.0 0
110369 14482-00-9 29.1 0.0 2.0 0.858 2.0 4.0 1
110370 75866-80-7 20.08 2.0 2.0 0.772 2.0 4.0 0
110371 4362-67-8 18.46 2.0 2.0 2.07 2.0 4.0 0
110372 7274-73-9 15.27 0.0 2.0 0.98 2.0 4.0 1
110373 99975-53-8 3.24 3.0 2.0 2.748 1.0 4.0 0
110374 110374 80.78 5.0 2.0 0.747 3.0 4.0 2
110376 110376 9.23 0.0 2.0 3.752 1.0 4.0 0
110377 113059-27-1 29.26 3.0 2.0 1.207 2.0 4.0 1
110378 110378 37.66 2.0 2.0 2.487 1.0 4.0 0
110379 772-03-2 12.89 1.0 2.0 2.729 1.0 4.0 0
110380 2610-96-0 26.3 0.0 2.0 1.389 2.0 4.0 0
110381 86289-83-0 38.83 2.0 2.0 0.892 3.0 4.0 0
110382 50598-48-6 29.6 2.0 2.0 0.69 2.0 4.0 0
110383 3496-89-7 15.6 0.0 2.0 1.373 2.0 4.0 0
110384 110384 3.24 3.0 2.0 2.748 1.0 4.0 0
110385 110385 15.27 6.0 2.0 4.193 2.0 4.0 1
110386 110386 29.1 1.0 2.0 1.161 2.0 4.0 1
110387 110387 59.24 2.0 2.0 0.497 3.0 4.0 2
110388 17173-82-9 24.94 1.0 2.0 -1.406 4.0 4.0 0
110389 17877-33-7 21.76 5.0 2.0 3.182 2.0 4.0 0
110391 19026-44-9 12.89 1.0 2.0 2.64 1.0 4.0 0
110392 56947-55-8 26.3 1.0 2.0 2.162 2.0 4.0 0
110393 28525-62-4 26.3 1.0 2.0 1.692 2.0 4.0 0
110394 23659-45-2 26.3 1.0 2.0 0.56 2.0 4.0 0
110395 6844-47-9 12.89 2.0 2.0 2.305 1.0 4.0 0
110396 110396 18.46 2.0 2.0 2.679 2.0 4.0 0
110397 78076-48-9 27.69 1.0 2.0 1.401 3.0 4.0 0
110398 110398 49.33 1.0 2.0 0.334 3.0 4.0 2
110399 110399 25.0 2.0 2.0 0.485 3.0 4.0 0
110401 110401 58.92 3.0 2.0 -1.6 4.0 4.0 2
110402 4362-30-5 36.92 2.0 2.0 0.153 4.0 4.0 0
110403 100249-25-0 21.76 3.0 2.0 0.852 2.0 4.0 0
110404 21175-44-0 26.3 1.0 2.0 1.729 2.0 4.0 0
110405 100949-64-2 27.69 7.0 2.0 0.948 3.0 4.0 0
110406 89896-19-5 37.66 1.0 2.0 1.795 1.0 4.0 0
110407 99767-99-4 18.46 1.0 2.0 1.812 2.0 4.0 0
110408 110408 29.46 1.0 2.0 1.364 2.0 4.0 1
110409 183154-44-1 26.3 0.0 2.0 1.686 2.0 4.0 0
110410 13519-44-3 20.31 0.0 2.0 0.365 2.0 4.0 0
110411 5811-90-5 25.06 0.0 2.0 1.274 2.0 4.0 0
110412 858276-02-5 63.93 1.0 2.0 -1.354 4.0 4.0 3
110414 22530-95-6 26.3 1.0 2.0 2.199 2.0 4.0 0
110415 101011-97-6 37.66 0.0 2.0 1.318 1.0 4.0 0
110416 110416 27.69 3.0 2.0 0.271 3.0 4.0 0
110417 42345-76-6 27.69 4.0 2.0 0.219 3.0 4.0 0
110418 110418 36.92 1.0 2.0 -0.069 4.0 4.0 0
110419 78238-81-0 26.3 1.0 2.0 1.751 2.0 4.0 0
110420 103708-53-8 46.53 1.0 2.0 0.304 3.0 4.0 1
110421 110421 23.47 6.0 2.0 3.289 2.0 4.0 1
110422 110422 38.91 2.0 2.0 2.395 2.0 4.0 1
110423 4362-35-0 18.46 4.0 2.0 4.802 2.0 4.0 0
110424 2224-15-9 43.52 7.0 2.0 -0.896 4.0 4.0 0
